mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Trill:trill	crescendo_hairpin	decrescendo_hairpin
32	31	135/2	135/2	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	262										
32	31	133/2	133/2	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	263							42			
32	31	67	67	0.5		1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	264							42			
32	31	135/2	135/2	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	265										
33	32	68	68	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	266							43			
33	32	137/2	137/2	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	267							43			
33	32	69	69	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	268										
33	32	68	68	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	269							44			
33	32	137/2	137/2	0.5		1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	270							44			
33	32	69	69	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	271										
34	33	139/2	139/2	0.0		0	0	Chord	3/8	1	1	0	grace32	1/32	1	272										
34	33	139/2	139/2	0.0		0	0	Chord	3/8	1	1	0	grace32	1/32	1	273										
34	33	139/2	139/2	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	274							45			
34	33	70	70	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	275							45			
34	33	141/2	141/2	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	276							45			
34	33	139/2	139/2	0.5		0	0	Chord	3/8	1	2	1/8		1/8	1	277							46			
34	33	70	70	0.5		1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	278							46			
34	33	141/2	141/2	0.5		1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	279										
35	34	71	71	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	280							45			
35	34	143/2	143/2	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	281							45			
35	34	72	72	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	282							45			
35	34	71	71	0.5		0	0	Chord	3/8	1	2	1/8		1/8	1	283							47			
35	34	143/2	143/2	0.5		1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	284							47			
35	34	72	72	0.5		1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	285										
36	35	145/2	145/2	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	286							45			
36	35	73	73	0.0		1/8	1/8	Chord	3/8	1	1	0	grace32	1/32	1	287							45			
36	35	73	73	0.0		1/8	1/8	Chord	3/8	1	1	0	grace32	1/32	1	288							45			
36	35	73	73	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	289							45			
36	35	147/2	147/2	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	290							45			
36	35	145/2	145/2	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	291							48			
36	35	73	73	0.5		1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	292							48			
36	35	147/2	147/2	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	293										
37	36	74	74	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	294							45			
37	36	149/2	149/2	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	295							45			
37	36	75	75	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	296										
37	36	74	74	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	297							49			
37	36	149/2	149/2	0.5		1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	298							49			
37	36	75	75	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	299										
38	37	151/2	151/2	0.0		0	0	Dynamic	4/4	1	1	0					f									
38	37	151/2	151/2	0.0		0	0	Tempo	4/4	1	1	0								aTempo	138.0	1.0				
38	37	151/2	151/2	0.0		0	0	StaffText	4/4	1	1	0							"<b><font size=""12""/>          précédente</b>"							
38	37	151/2	151/2	0.0		0	0	StaffText	4/4	1	1	0							𝅘𝅥𝅮 = 𝅘𝅥𝅮							
38	37	151/2	151/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	300										
38	37	153/2	153/2	0.75		1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	301										
38	37	309/4	309/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	302							50			
38	37	155/2	155/2	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	303							50			
38	37	311/4	311/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	304							50			
38	37	78	78	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	305							50			
38	37	313/4	313/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	306							50			
38	37	157/2	157/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	307										
38	37	79	79	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	308							51			
38	37	317/4	317/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	309							51			
38	37	76	76	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	310										
38	37	77	77	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	311										
38	37	151/2	151/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	312										
38	37	153/2	153/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	313										
38	37	155/2	155/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	314										
38	37	79	79	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	315										
38	37	157/2	157/2	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	316										
39	38	159/2	159/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	317										
39	38	80	80	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	318							52			
39	38	321/4	321/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	319							52			
39	38	161/2	161/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	320										
39	38	81	81	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	321							53			
39	38	325/4	325/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	322							53			
39	38	163/2	163/2	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	323							53			
39	38	327/4	327/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	324							53			
39	38	82	82	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	325							53			
39	38	329/4	329/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	326							53			
39	38	165/2	165/2	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	327										
39	38	331/4	331/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	328							54			
39	38	83	83	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	329							54			
39	38	333/4	333/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	330										
39	38	80	80	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	331										
39	38	81	81	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	332							55			
39	38	159/2	159/2	4.0		0	0	Chord	4/4	2	2	1		1	1	333										
40	39	167/2	167/2	1.0		0	0	Chord	7/4	1	1	1/4		1/4	1	334										
40	39	169/2	169/2	0.75		1/4	1/4	Chord	7/4	1	1	3/16		1/8	3/2	335										
40	39	341/4	341/4	0.25		7/16	7/16	Chord	7/4	1	1	1/16		1/16	1	336							56			
40	39	171/2	171/2	0.25		1/2	1/2	Chord	7/4	1	1	1/16		1/16	1	337							56			
40	39	343/4	343/4	0.25		9/16	9/16	Chord	7/4	1	1	1/16		1/16	1	338							56			
40	39	86	86	0.25		5/8	5/8	Chord	7/4	1	1	1/16		1/16	1	339							56			
40	39	345/4	345/4	0.25		11/16	11/16	Chord	7/4	1	1	1/16		1/16	1	340							56			
40	39	173/2	173/2	0.5		3/4	3/4	Chord	7/4	1	1	1/8		1/8	1	341										
40	39	87	87	0.25		7/8	7/8	Chord	7/4	1	1	1/16		1/16	1	342							57			
40	39	349/4	349/4	0.25		15/16	15/16	Chord	7/4	1	1	1/16		1/16	1	343							57			
40	39	175/2	175/2	0.5		1	1	Chord	7/4	1	1	1/8		1/8	1	344										
40	39	88	88	0.25		9/8	9/8	Chord	7/4	1	1	1/16		1/16	1	345							58			
40	39	353/4	353/4	0.25		19/16	19/16	Chord	7/4	1	1	1/16		1/16	1	346							58			
40	39	177/2	177/2	0.5		5/4	5/4	Chord	7/4	1	1	1/8		1/8	1	347										
40	39	89	89	0.25		11/8	11/8	Chord	7/4	1	1	1/16		1/16	1	348							59			
40	39	357/4	357/4	0.25		23/16	23/16	Chord	7/4	1	1	1/16		1/16	1	349							59			
40	39	179/2	179/2	0.25		3/2	3/2	Chord	7/4	1	1	1/16		1/16	1	350							59			
40	39	359/4	359/4	0.25		25/16	25/16	Chord	7/4	1	1	1/16		1/16	1	351							59			
40	39	90	90	0.25		13/8	13/8	Chord	7/4	1	1	1/16		1/16	1	352							59			
40	39	361/4	361/4	0.25		27/16	27/16	Chord	7/4	1	1	1/16		1/16	1	353										
40	39	84	84	0.5		1/8	1/8	Chord	7/4	1	2	1/8		1/8	1	354										
40	39	85	85	0.5		3/8	3/8	Chord	7/4	1	2	1/8		1/8	1	355										
40	39	167/2	167/2	1.0		0	0	Chord	7/4	2	1	1/4		1/4	1	356										
40	39	169/2	169/2	1.0		1/4	1/4	Chord	7/4	2	1	1/4		1/4	1	357										
40	39	171/2	171/2	1.0		1/2	1/2	Chord	7/4	2	1	1/4		1/4	1	358										
40	39	87	87	0.5		7/8	7/8	Chord	7/4	2	1	1/8		1/8	1	359										
40	39	88	88	0.5		9/8	9/8	Chord	7/4	2	1	1/8		1/8	1	360										
40	39	89	89	0.5		11/8	11/8	Chord	7/4	2	1	1/8		1/8	1	361							60			
40	39	173/2	173/2	4.0		3/4	3/4	Chord	7/4	2	2	1		1	1	362										
41	40	181/2	181/2	0.0		0	0	Tempo	4/4	1	1	0								Unpeumoinsvite	114.0	1.0				
41	40	181/2	181/2	0.0		0	0	Dynamic	4/4	1	1	0					pp									
41	40	181/2	181/2	0.0		0	0	StaffText	4/4	1	1	0							<i>gris</i>							
41	40	181/2	181/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	363							61			
41	40	183/2	183/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	364							61			
41	40	185/2	185/2	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	365							61			
41	40	94	94	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	366							61			
41	40	181/2	181/2	0.0		0	0	StaffText	4/4	2	1	0							<i>les deux pèdales</i>							
41	40	181/2	181/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	367							62			
41	40	91	91	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	368							62			
41	40	183/2	183/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	369							62			
41	40	92	92	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	370										
41	40	185/2	185/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	371							63			
41	40	93	93	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	372							63			
41	40	187/2	187/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	373							63			
41	40	94	94	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	374										
42	41	189/2	189/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	375							61			
42	41	95	95	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	376							61			
42	41	191/2	191/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	377							61			
42	41	96	96	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	378							61			
42	41	193/2	193/2	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	379										
42	41	98	98	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	380							64			
42	41	189/2	189/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	381							65			
42	41	95	95	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	382							65			
42	41	191/2	191/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	383							65			
42	41	96	96	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	384										
42	41	193/2	193/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	385							66			
42	41	97	97	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	386							66			
42	41	195/2	195/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	387							66			
42	41	98	98	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	388										
43	42	197/2	197/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	389							64			
43	42	99	99	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	390							64			
43	42	199/2	199/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	391							64			
43	42	100	100	0.0		3/8	3/8	Chord	4/4	1	1	0	grace16after	1/32	1	392							64			
43	42	100	100	0.0		3/8	3/8	Chord	4/4	1	1	0	grace16after	1/32	1	393							64, 67			
43	42	100	100	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	394							64, 67			
43	42	201/2	201/2	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	395							64			
43	42	403/4	403/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	396							64			
43	42	101	101	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	397							64			
43	42	405/4	405/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	398							64			
43	42	203/2	203/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	399										
43	42	102	102	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	400										
43	42	197/2	197/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	401							68			
43	42	99	99	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	402							68			
43	42	199/2	199/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	403							68			
43	42	100	100	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	404										
43	42	201/2	201/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	405							69			
43	42	101	101	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	406							69			
43	42	203/2	203/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	407							69			
43	42	102	102	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	408										
44	43	205/2	205/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	409							70			
44	43	207/2	207/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	410							70			
44	43	209/2	209/2	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	411							70			
44	43	106	106	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	412							70			
44	43	205/2	205/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	413							71			
44	43	103	103	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	414							71			
44	43	207/2	207/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	415							71			
44	43	104	104	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	416										
44	43	209/2	209/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	417							72			
44	43	105	105	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	418							72			
44	43	211/2	211/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	419							72			
44	43	106	106	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	420										
45	44	213/2	213/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	421							70			
45	44	107	107	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	422							70			
45	44	215/2	215/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	423							70			
45	44	108	108	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	424							70			
45	44	217/2	217/2	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	425										
45	44	213/2	213/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	426							73			
45	44	107	107	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	427							73			
45	44	215/2	215/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	428							73			
45	44	108	108	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	429										
45	44	217/2	217/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	430							74			
45	44	109	109	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	431							74			
45	44	219/2	219/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	432							74			
45	44	110	110	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	433										
46	45	223/2	223/2	0.0		1/4	1/4	Spanner	4/4	1	1	0												0		
46	45	223/2	223/2	3.0		1/4	1/4	Chord	4/4	1	1	3/4		1/2	3/2	434		articTenutoBelow						0		
46	45	221/2	221/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	435							75			
46	45	111	111	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	436							75			
46	45	223/2	223/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	437							75			
46	45	112	112	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	438										
46	45	225/2	225/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	439							76			
46	45	113	113	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	440							76			
46	45	227/2	227/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	441							76			
46	45	114	114	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	442										
47	46	229/2	229/2	0.0		0	0	Spanner	4/4	1	1	0														
47	46	231/2	231/2	0.0		1/4	1/4	Spanner	4/4	1	1	0												1		
47	46	231/2	231/2	3.0		1/4	1/4	Chord	4/4	1	1	3/4		1/2	3/2	443								1		
47	46	229/2	229/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	444							77			
47	46	115	115	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	445							77			
47	46	231/2	231/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	446							77			
47	46	116	116	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	447										
47	46	233/2	233/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	448							78			
47	46	117	117	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	449							78			
47	46	235/2	235/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	450							78			
47	46	118	118	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	451										
48	47	237/2	237/2	0.0		0	0	StaffText	4/4	1	1	0							<i>flou</i>							
48	47	237/2	237/2	0.0		0	0	Spanner	4/4	1	1	0														
48	47	237/2	237/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	452							79			
48	47	119	119	0.0		1/8	1/8	Dynamic	4/4	1	1	0					p						79			
48	47	239/2	239/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	453							79			
48	47	241/2	241/2	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	454							79			
48	47	122	122	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	455							79			
48	47	119	119	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	456										
48	47	120	120	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	457										
48	47	121	121	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	458										
48	47	237/2	237/2	0.0		0	0	StaffText	4/4	2	1	0							<i>les deux pèdales</i>							
48	47	237/2	237/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	459										
48	47	239/2	239/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	460										
48	47	241/2	241/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	461										
48	47	243/2	243/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	462										
49	48	245/2	245/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	463							79			
49	48	123	123	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	464							79			
49	48	247/2	247/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	465							79			
49	48	124	124	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	466							79			
49	48	249/2	249/2	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	467							79			
49	48	126	126	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	468							80			
49	48	125	125	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	469										
49	48	245/2	245/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	470										
49	48	247/2	247/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	471										
49	48	249/2	249/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	472										
49	48	251/2	251/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	473										
50	49	253/2	253/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	474							80			
50	49	127	127	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	475							80			
50	49	255/2	255/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	476							80			
50	49	128	128	0.0		3/8	3/8	Chord	4/4	1	1	0	grace16after	1/32	1	477							80			
50	49	128	128	0.0		3/8	3/8	Chord	4/4	1	1	0	grace16after	1/32	1	478							80, 81			
50	49	128	128	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	479							80, 81			
50	49	257/2	257/2	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	480							80			
50	49	515/4	515/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	481							80			
50	49	129	129	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	482							80			
50	49	517/4	517/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	483							80			
50	49	259/2	259/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	484										
50	49	130	130	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	485							82			
50	49	253/2	253/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	486										
50	49	127	127	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	487										
50	49	255/2	255/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	488										
50	49	128	128	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	489										
50	49	257/2	257/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	490										
50	49	129	129	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	491										
50	49	259/2	259/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	492										
50	49	130	130	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	493										
50	49	253/2	253/2	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	494										
50	49	255/2	255/2	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	495										
50	49	257/2	257/2	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	496										
50	49	259/2	259/2	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	497										
51	50	261/2	261/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	498							82			
51	50	131	131	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	499							82			
51	50	263/2	263/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	500							82			
51	50	132	132	0.0		3/8	3/8	Chord	4/4	1	1	0	grace16after	1/32	1	501							82			
51	50	132	132	0.0		3/8	3/8	Chord	4/4	1	1	0	grace16after	1/32	1	502							82, 83			
51	50	132	132	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	503							82, 83			
51	50	265/2	265/2	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	504							82			
51	50	531/4	531/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	505							82			
51	50	133	133	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	506							82			
51	50	533/4	533/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	507							82			
51	50	267/2	267/2	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	508										
51	50	261/2	261/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	509										
51	50	131	131	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	510										
51	50	263/2	263/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	511										
51	50	132	132	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	512										
51	50	265/2	265/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	513										
51	50	133	133	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	514										
51	50	267/2	267/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	515										
51	50	134	134	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	516										
51	50	261/2	261/2	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	517										
51	50	263/2	263/2	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	518										
51	50	265/2	265/2	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	519										
51	50	267/2	267/2	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	520										
52	51	269/2	269/2	0.0		0	0	StaffText	4/4	1	1	0							<i>en dehors</i>							
52	51	269/2	269/2	0.0		0	0	StaffText	4/4	1	1	0							<i>croisez</i>							
52	51	269/2	269/2	0.0		0	0	Dynamic	4/4	1	1	0					f									
52	51	269/2	269/2	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	521		articTenutoAbove								
52	51	271/2	271/2	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	522		articTenutoAbove								
52	51	273/2	273/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	523							84			
52	51	137	137	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	524							84			
52	51	275/2	275/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	525							84			
52	51	138	138	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	526										
52	51	269/2	269/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	527										
52	51	135	135	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	528										
52	51	271/2	271/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	529										
52	51	136	136	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	530										
52	51	273/2	273/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	531										
