mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
15	14	41	1.0	0	0	3/8	2	1		iii64		F	I		iii64	iii		64					m	0	0	5, 4, 1		4	5
15	14	42	0.5	1/4	1/4	3/8	2	1		IV64(9)		F	I		IV64(9)	IV		64	9				M	0	0	0, -1, 3	1	-1	0
16	15	85/2	0.5	0	0	3/8	2	1		ii64(9)		F	I		ii64(9)	ii		64	9				m	0	0	3, 2, -1	4	2	3
16	15	43	0.5	1/8	1/8	3/8	2	1		I64(9)		F	I		I64(9)	I		64	9				M	0	0	1, 0, 4	2	0	1
16	15	87/2	0.5	1/4	1/4	3/8	2	1		iii43/V}		F	I		iii43/V	iii		43		V		}	mm7	0	0	6, 3, 5, 2		5	6
17	16	44	6.0	0	0	3/8	2	1		ii7(9){		F	I		ii7(9)	ii		7	9			{	mm7	0	0	2, -1, 3, 0	4	2	2
20	19	97/2	0.0	0	0	3/8	2	1		}		F	I									}		0	0				
21	20	50	6.0	0	0	3/8	2	1		IM7(9){		F	I		IM7(9)	I	M	7	9			{	MM7	0	0	0, 4, 1, 5	2	0	0
24	23	109/2	0.0	0	0	3/8	2	1		}		F	I									}		0	0				
25	24	56	6.0	0	0	3/8	2	1		ii7(9){		F	I		ii7(9)	ii		7	9			{	mm7	0	0	2, -1, 3, 0	4	2	2
28	27	121/2	0.0	0	0	3/8	2	1		}		F	I									}		0	0				
29	28	62	3.0	0	0	3/8	2	1		ii6(119){		F	I		ii6(119)	ii		6	119			{	m	0	0	-1, 3, 2	1, 4	2	-1
31	30	65	1.5	0	0	3/8	2	1		V7(9)/V	vii%2/V	F	I		V7(9)/V	V		7	9	V			Mm7	0	0	2, 6, 3, 0	4	2	2
32	31	133/2	2.0	0	0	3/8	2	1		V7/V		F	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
33	32	137/2	2.5	1/8	1/8	3/8	2	1		ii7(9)		F	I		ii7(9)	ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
35	34	71	1.5	0	0	3/8	2	1		V7(9)/V	vii%2/V	F	I		V7(9)/V	V		7	9	V			Mm7	0	0	2, 6, 3, 0	4	2	2
36	35	145/2	1.5	0	0	3/8	2	1		V7/V		F	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
37	36	74	1.5	0	0	3/8	2	1		V7(96)|HC}		F	I		V7(96)	V		7	96		HC	}	Mm7	0	0	1, 5, 4, -1	3	1	1
38	37	151/2	1.0	0	0	4/4	2	1		I{		F	I		I	I						{	M	0	0	0, 4, 1		0	0
38	37	153/2	1.0	1/4	1/4	4/4	2	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
38	37	155/2	1.0	1/2	1/2	4/4	2	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
38	37	157/2	1.0	3/4	3/4	4/4	2	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
39	38	159/2	1.0	0	0	4/4	2	1		V7(+964)		F	I		V7(+964)	V		7	+964				Mm7	0	0	1, 0, 4, -1	3	1	1
39	38	161/2	3.0	1/4	1/4	4/4	2	1		V(6+4)		F	I		V(6+4)	V			6+4				M	0	0	1, 5, 4	0	1	1
39	38	165/2	0.0	3/4	3/4	4/4	2	1		}		F	I									}		0	0				
40	39	167/2	1.0	0	0	7/4	2	1		I{		F	I		I	I						{	M	0	0	0, 4, 1		0	0
40	39	169/2	1.0	1/4	1/4	7/4	2	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
40	39	171/2	1.0	1/2	1/2	7/4	2	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
40	39	173/2	1.0	3/4	3/4	7/4	2	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
40	39	175/2	1.0	1	1	7/4	2	1		V7(+964)		F	I		V7(+964)	V		7	+964				Mm7	0	0	1, 0, 4, -1	3	1	1
40	39	177/2	2.0	5/4	5/4	7/4	2	1		V(6)		F	I		V(6)	V			6				M	0	0	1, 5, 4		1	1
41	40	181/2	1.0	0	0	4/4	2	1		iii(b9)|EC}		F	I		iii(b9)	iii			b9		EC	}	m	0	0	4, 1, 5	-8	4	4
41	40	91	0.0	1/8	1/8	4/4	2	1		{		F	I									{		0	0				
41	40	183/2	1.0	1/4	1/4	4/4	2	1		IVM2		F	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
41	40	185/2	1.0	1/2	1/2	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
41	40	187/2	1.0	3/4	3/4	4/4	2	1		IVM2		F	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
42	41	189/2	1.0	0	0	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
42	41	191/2	1.0	1/4	1/4	4/4	2	1		IVM2		F	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
42	41	193/2	1.0	1/2	1/2	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
42	41	195/2	1.0	3/4	3/4	4/4	2	1		IVM2		F	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
43	42	197/2	1.0	0	0	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
43	42	199/2	1.0	1/4	1/4	4/4	2	1		IVM2		F	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
43	42	201/2	1.0	1/2	1/2	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
43	42	203/2	1.0	3/4	3/4	4/4	2	1		IVM2		F	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
44	43	205/2	1.0	0	0	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
44	43	207/2	1.0	1/4	1/4	4/4	2	1		IVM2		F	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
44	43	209/2	1.0	1/2	1/2	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
44	43	211/2	1.0	3/4	3/4	4/4	2	1		IVM2		F	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
45	44	213/2	1.0	0	0	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
45	44	215/2	1.0	1/4	1/4	4/4	2	1		IVM2		F	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
45	44	217/2	1.0	1/2	1/2	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
45	44	219/2	1.0	3/4	3/4	4/4	2	1		IVM2		F	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
46	45	221/2	1.0	0	0	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
46	45	223/2	1.0	1/4	1/4	4/4	2	1		IVM2		F	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
46	45	225/2	1.0	1/2	1/2	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
46	45	227/2	1.0	3/4	3/4	4/4	2	1		IVM2		F	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
47	46	229/2	1.0	0	0	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
47	46	231/2	1.0	1/4	1/4	4/4	2	1		IVM2		F	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
47	46	233/2	1.0	1/2	1/2	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
47	46	235/2	1.0	3/4	3/4	4/4	2	1		IVM2}		F	I		IVM2	IV	M	2				}	MM7	0	0	4, -1, 3, 0		-1	4
48	47	237/2	1.0	0	0	4/4	2	1		ii(139){		F	I		ii(139)	ii			139			{	m	0	0	2, -1, 3	5, 4	2	2
48	47	239/2	1.0	1/4	1/4	4/4	2	1		V(96)		F	I		V(96)	V			96				M	0	0	1, 5, 4	3	1	1
48	47	241/2	1.0	1/2	1/2	4/4	2	1		ii(139)		F	I		ii(139)	ii			139				m	0	0	2, -1, 3	5, 4	2	2
48	47	243/2	1.0	3/4	3/4	4/4	2	1		V(96)		F	I		V(96)	V			96				M	0	0	1, 5, 4	3	1	1
49	48	245/2	1.0	0	0	4/4	2	1		ii(9)		F	I		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
49	48	247/2	1.0	1/4	1/4	4/4	2	1		V(96)		F	I		V(96)	V			96				M	0	0	1, 5, 4	3	1	1
49	48	249/2	1.0	1/2	1/2	4/4	2	1		ii(139)		F	I		ii(139)	ii			139				m	0	0	2, -1, 3	5, 4	2	2
49	48	251/2	1.0	3/4	3/4	4/4	2	1		V(96)		F	I		V(96)	V			96				M	0	0	1, 5, 4	3	1	1
50	49	253/2	1.0	0	0	4/4	2	1		ii(9)		F	I		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
50	49	255/2	1.0	1/4	1/4	4/4	2	1		V(96)		F	I		V(96)	V			96				M	0	0	1, 5, 4	3	1	1
50	49	257/2	1.0	1/2	1/2	4/4	2	2		ii(94)		F	I		ii(94)	ii			94				m	0	0	2, 1, 3	4	2	2
50	49	259/2	1.0	3/4	3/4	4/4	2	2		V(6)		F	I		V(6)	V			6				M	0	0	1, 5, 4		1	1
51	50	261/2	1.0	0	0	4/4	2	1		ii(9)		F	I		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
51	50	263/2	1.0	1/4	1/4	4/4	2	1		V(96)		F	I		V(96)	V			96				M	0	0	1, 5, 4	3	1	1
51	50	265/2	1.0	1/2	1/2	4/4	2	1		ii(94)		F	I		ii(94)	ii			94				m	0	0	2, 1, 3	4	2	2
51	50	267/2	1.0	3/4	3/4	4/4	2	1		V(6)}		F	I		V(6)	V			6			}	M	0	0	1, 5, 4		1	1
52	51	269/2	1.0	0	0	4/4	2	1		ii(64+2){		F	I		ii(64+2)	ii			64+2			{	m	0	0	2, 1, 5	4	2	2
52	51	271/2	1.0	1/4	1/4	4/4	2	1		ii7(+2)		F	I		ii7(+2)	ii		7	+2				mm7	0	0	2, -1, 3, 0	4	2	2
52	51	273/2	1.0	1/2	1/2	4/4	2	1		ii(64+2)		F	I		ii(64+2)	ii			64+2				m	0	0	2, 1, 5	4	2	2
52	51	275/2	1.0	3/4	3/4	4/4	2	1		IVM65		F	I		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
53	52	277/2	1.0	0	0	4/4	2	1		V7(6)		F	I		V7(6)	V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
53	52	279/2	1.0	1/4	1/4	4/4	2	1		ii7(+2)		F	I		ii7(+2)	ii		7	+2				mm7	0	0	2, -1, 3, 0	4	2	2
53	52	281/2	1.0	1/2	1/2	4/4	2	1		V7(6)		F	I		V7(6)	V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
53	52	283/2	1.0	3/4	3/4	4/4	2	1		V7(964)		F	I		V7(964)	V		7	964				Mm7	0	0	1, 0, 4, -1	3	1	1
54	53	285/2	1.0	0	0	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
54	53	287/2	1.0	1/4	1/4	4/4	2	1		ii65(9)		F	I		ii65(9)	ii		65	9				mm7	0	0	-1, 3, 0, 2	4	2	-1
54	53	289/2	1.0	1/2	1/2	4/4	2	1		iii7(b9)		F	I		iii7(b9)	iii		7	b9				mm7	0	0	4, 1, 5, 2	-8	4	4
54	53	291/2	1.0	3/4	3/4	4/4	2	1		ii65(9)		F	I		ii65(9)	ii		65	9				mm7	0	0	-1, 3, 0, 2	4	2	-1
55	54	293/2	1.0	0	0	4/4	2	1		iii(b9)		F	I		iii(b9)	iii			b9				m	0	0	4, 1, 5	-8	4	4
55	54	295/2	1.0	1/4	1/4	4/4	2	1		ii65(9)		F	I		ii65(9)	ii		65	9				mm7	0	0	-1, 3, 0, 2	4	2	-1
55	54	297/2	1.0	1/2	1/2	4/4	2	1		iii7(b9)		F	I		iii7(b9)	iii		7	b9				mm7	0	0	4, 1, 5, 2	-8	4	4
55	54	299/2	1.0	3/4	3/4	4/4	2	1		ii65(9)		F	I		ii65(9)	ii		65	9				mm7	0	0	-1, 3, 0, 2	4	2	-1
56	55			0	0	5/4	2	1	1	V|HC}		F	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
57	55	301/2	4.0	0	0	5/4	2	1	2	V		F	I		V	V							M	0	0	1, 5, 2		1	1
57	55	309/2	1.0	1	1	5/4	2	1	2	ii(13)		F	I		ii(13)	ii			13				m	0	0	2, -1, 3	5	2	2
58	56	311/2	0.5	0	0	4/4	2	2		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
58	56	156	0.5	1/8	1/8	4/4	2	2		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
58	56	313/2	3.0	1/4	1/4	4/4	2	2		V7(96)	iii6(11b9)	F	I		V7(96)	V		7	96				Mm7	0	0	1, 5, 4, -1	3	1	1
58	56	315/2	0.0	1/2	1/2	4/4	2	2		}		F	I									}		0	0				
